review_id,user_id,entity_id,review_text,rating,credibility,recency_weight,timestamp
r000198,u00074,e025,Trip tour beach dirty booking tour clean friendly booking family beach late.,3,0.7980588461784962,0.8969281069444717,2026-05-01
r000199,u00075,e008,Tour clean trip friendly amazing booking beach museum trip safe trip family.,5,0.8269839126859048,0.7523903615552835,2026-06-01
r000200,u00057,e028,Family booking family rude late unsafe tour tour museum crowded trip restaurant.,2,0.9344750093444114,0.9356451190286001,2026-05-12
r000201,u00010,e010,Trip hotel trip restaurant excellent hotel beach family beautiful comfortable clean booking.,5,0.7556904284146645,0.7682486896366505,2026-06-11
r000202,u00053,e029,Booking amazing museum amazing clean beach tour restaurant tour booking trip amazing.,4,0.7394594534967661,0.8342977855445909,2026-06-15
r000203,u00046,e020,Tour tour recommended trip recommended family booking museum clean hotel hotel amazing.,5,0.882889698805014,0.6532155043512193,2026-01-13
r000204,u00041,e005,Trip safe museum tour safe safe beach hotel beach booking comfortable family.,5,0.8276664893133793,0.8236024737116536,2026-04-06
r000205,u00043,e000,Restaurant museum family hotel hotel amazing beach friendly family beach safe beautiful.,5,0.8670664795423905,0.7126761358225374,2026-05-16
r000206,u00076,e026,Unsafe trip dirty museum tour trip family friendly unsafe booking restaurant hotel.,3,0.8241451673603574,0.8505695445846835,2026-03-03
r000207,u00046,e024,Dirty crowded hotel poor family tour restaurant bad museum booking booking beach.,2,0.9214876347431515,0.6922816789746482,2026-06-15
r000208,u00013,e025,Restaurant safe restaurant comfortable museum tour trip recommended beach booking family safe.,5,0.6539902269057628,0.8206724888922523,2026-06-16
r000209,u00007,e011,Museum family excellent booking family museum late unsafe family clean booking beach.,3,0.8579275338882002,0.8189392579755322,2026-01-21
r000210,u00029,e000,Beautiful amazing hotel tour hotel recommended beach beach trip tour clean booking.,4,0.9677430312377568,0.695792671584566,2026-04-26
r000211,u00050,e004,Restaurant family family restaurant beautiful excellent museum trip recommended clean family beach.,5,0.713092972890816,0.5858939154591013,2026-01-11
r000212,u00041,e007,Unsafe dirty hotel family trip unsafe trip family tour tour expensive trip.,2,0.7461054800194734,0.8737099368772315,2026-05-15
r000213,u00001,e013,Booking beach booking trip dirty booking hotel rude unsafe trip family crowded.,1,0.8976819177665097,0.7683439744550148,2026-05-10
r000214,u00073,e017,Restaurant family booking friendly trip clean friendly booking booking family excellent booking.,4,0.747046730374602,0.5140413187797008,2026-01-14
r000215,u00023,e018,Tour restaurant excellent trip tour booking restaurant hotel beautiful restaurant excellent friendly.,4,0.6808583933883139,0.7959299968213462,2026-02-19
r000216,u00005,e029,Recommended beautiful friendly trip family trip museum booking hotel friendly restaurant tour.,4,0.8783834158348336,0.8621082260757982,2026-04-18
r000217,u00002,e021,Beautiful amazing restaurant hotel booking comfortable trip tour museum comfortable hotel tour.,4,0.9354047954554907,0.8600066984957825,2026-03-16
r000218,u00074,e008,Excellent late booking museum late booking clean beach family beach hotel booking.,3,0.7822212932317951,0.6628966753158534,2026-06-23
r000219,u00076,e010,Unsafe hotel museum museum late trip family rude trip trip crowded museum.,2,0.6531589626899049,0.8942715104459967,2026-03-14
r000220,u00066,e006,Excellent hotel trip safe beach family booking museum hotel excellent trip excellent.,4,0.8978779021896227,0.9839045781552075,2026-06-07
r000221,u00076,e021,Late booking clean tour friendly late beach family tour museum restaurant family.,3,0.6853779272097572,0.8181557532122126,2026-06-06
r000222,u00065,e026,Beach late hotel unsafe beach restaurant poor late tour restaurant restaurant restaurant.,2,0.8728860911526706,0.3454414759959135,2026-04-03
r000223,u00007,e029,Family family museum beach beach beautiful family booking recommended amazing museum amazing.,4,0.9190735275876566,0.9392553520154533,2026-05-15
r000224,u00034,e020,Tour clean tour beach family excellent amazing museum beach recommended restaurant trip.,4,0.9738316657084559,0.8331564133122344,2026-04-24
r000225,u00076,e006,Booking beautiful hotel restaurant comfortable clean museum hotel family beautiful museum family.,4,0.8860038178077128,0.9193466789671026,2026-04-27
r000226,u00023,e003,Trip hotel unsafe tour clean restaurant unsafe hotel booking museum clean tour.,3,0.7179636530839311,0.8816328028789899,2026-05-11
r000227,u00051,e008,Excellent excellent restaurant beach family trip late tour hotel family unsafe tour.,3,0.5913197734160633,0.4536463109685573,2026-01-27
r000228,u00016,e024,Dirty booking family trip hotel hotel unsafe dirty tour late restaurant booking.,3,0.8263478177988905,0.7372998581097734,2026-01-30
r000229,u00005,e029,Beach trip late late beach booking family excellent dirty booking beach museum.,3,0.7604194942215927,0.8144435511717303,2026-01-29
r000230,u00050,e024,Recommended tour beautiful recommended restaurant excellent trip restaurant beach museum tour hotel.,4,0.7395701342980895,0.6987071839986531,2026-01-29
r000231,u00037,e005,Restaurant tour tour excellent tour museum dirty clean trip dirty museum restaurant.,3,0.8840237982976328,0.30163269320346636,2026-01-27
r000232,u00068,e029,Tour hotel clean booking friendly restaurant museum museum safe trip clean booking.,4,0.825828077962809,0.7410453645935354,2026-01-21
r000233,u00078,e011,Comfortable trip beautiful museum friendly beach museum restaurant family clean hotel beach.,4,0.8604411304195375,0.4568597324637951,2026-05-19
r000234,u00053,e002,Beach safe booking family tour museum clean hotel restaurant safe recommended museum.,5,0.8439242021809836,0.8171824989250046,2026-04-02
r000235,u00053,e023,Tour tour hotel hotel family poor late crowded booking trip museum expensive.,2,0.8825996054529293,0.7402303735424768,2026-05-13
r000236,u00009,e020,Amazing hotel booking hotel safe hotel trip recommended tour hotel comfortable museum.,5,0.8128852644126879,0.837604841188915,2026-02-01
r000237,u00027,e017,Booking tour friendly comfortable comfortable booking beach tour museum clean beach museum.,4,0.704018829593588,0.5903280657681151,2026-01-08
r000238,u00047,e021,Trip safe restaurant beach restaurant hotel comfortable excellent beach friendly beach booking.,4,0.8095327716588053,0.7683415653510419,2026-06-06
r000239,u00000,e013,Restaurant booking unsafe museum restaurant crowded tour booking booking late rude family.,2,0.7346078668939188,0.48915786723585875,2026-04-07
r000240,u00045,e001,Clean restaurant tour dirty dirty museum restaurant trip museum beach tour late.,3,0.6167918975181326,0.7217669474898691,2026-06-06
r000241,u00067,e013,Family trip booking friendly clean family tour excellent beautiful hotel restaurant family.,5,0.7401039257762388,0.5775010244425537,2026-01-21
r000242,u00043,e004,Family excellent hotel hotel restaurant booking trip safe museum safe booking comfortable.,4,0.8662903260722433,0.8741179224320086,2026-01-30
r000243,u00069,e015,Restaurant friendly museum comfortable family excellent booking family restaurant amazing hotel hotel.,4,0.8035001797672685,0.7158797888199723,2026-04-29
r000244,u00079,e016,Hotel clean clean unsafe late tour family hotel museum hotel beach restaurant.,3,0.8211988468320811,0.3296375410673028,2026-03-29
r000245,u00076,e014,Comfortable family tour restaurant amazing booking restaurant tour family tour beautiful excellent.,5,0.9401574776216884,0.7304992398972494,2026-06-03
r000246,u00036,e001,Hotel safe family family family family safe trip amazing trip family excellent.,4,0.8463245086023646,0.8202966808638054,2026-05-12
r000247,u00004,e018,Bad booking booking bad family restaurant booking late trip museum unsafe hotel.,1,0.5573786047864293,0.7371372153732956,2026-05-01
r000248,u00000,e028,Unsafe late restaurant hotel tour beach clean family friendly museum trip tour.,3,0.8979546630261738,0.4854925446870161,2026-03-21
r000249,u00051,e019,Hotel rude bad family restaurant family unsafe trip museum trip unsafe family.,2,0.8140185692565353,0.6780263077170426,2026-04-15
r000250,u00060,e001,Crowded crowded crowded booking trip restaurant booking restaurant booking family unsafe trip.,1,0.5562942042520505,0.742088614139936,2026-05-10
r000251,u00066,e019,Beach dirty trip late beach late excellent booking trip tour tour family.,3,0.7610026600110544,0.44764355026680586,2026-02-23
r000252,u00023,e013,Beach tour excellent excellent hotel safe recommended restaurant trip beach restaurant family.,5,0.8297167820289462,0.8411951174288346,2026-06-16
r000253,u00005,e028,Recommended hotel tour museum booking restaurant beach restaurant clean friendly booking clean.,4,0.7228689499648621,0.7654220160796791,2026-05-16
r000254,u00008,e018,Friendly tour booking booking dirty unsafe tour trip hotel hotel trip friendly.,3,0.7495839517308743,0.7791699703563738,2026-05-27
r000255,u00048,e026,Late family late family restaurant hotel trip museum family dirty hotel excellent.,3,0.9730561600710714,0.8252515216695203,2026-03-14
r000256,u00017,e017,Museum comfortable beautiful booking recommended museum trip trip museum restaurant museum clean.,5,0.6184335016944545,0.7429097883012472,2026-05-28
r000257,u00065,e009,Restaurant beautiful museum safe museum booking booking family friendly restaurant tour excellent.,4,0.9623588300517323,0.8248174344608825,2026-06-20
r000258,u00055,e015,Hotel trip comfortable recommended comfortable museum beach clean family family booking museum.,4,0.8185576974138776,0.9449858755394255,2026-02-07
r000259,u00011,e005,Family clean hotel family safe museum beautiful friendly beach museum hotel beach.,4,0.7051453515768887,0.3879815595755373,2026-02-08
r000260,u00066,e024,Clean comfortable restaurant booking hotel booking amazing trip excellent hotel hotel restaurant.,4,0.8028675939111485,0.74449210360253,2026-05-08
r000261,u00067,e001,Beach restaurant hotel excellent trip clean hotel booking excellent restaurant booking comfortable.,5,0.6688384719642917,0.9077469027191035,2026-02-05
r000262,u00065,e029,Family restaurant amazing hotel restaurant trip museum amazing beautiful beach restaurant safe.,4,0.8222900460063702,0.8125583037067271,2026-04-04
r000263,u00053,e029,Trip trip tour museum friendly friendly beautiful beach hotel friendly tour booking.,4,0.9392120328691526,0.9516659122691464,2026-05-27
r000264,u00051,e015,Museum family museum excellent late hotel clean restaurant booking clean restaurant family.,3,0.8863113653782118,0.8389688853995876,2026-01-26
r000265,u00024,e006,Trip excellent clean restaurant trip restaurant booking family clean clean trip booking.,4,0.7398139096715859,0.8395597121081989,2026-01-23
r000266,u00046,e012,Friendly tour trip beach trip excellent clean booking clean booking tour family.,3,0.8163944359772035,0.6733371428352297,2026-02-02
r000267,u00050,e013,Recommended excellent amazing tour tour trip beach family trip booking excellent hotel.,5,0.8746050284906539,0.49949442622877577,2026-02-23
r000268,u00009,e027,Trip rude family crowded beach beach expensive rude restaurant museum hotel beach.,2,0.8911187642608819,0.6105939069853239,2026-06-27
r000269,u00000,e008,Trip tour hotel trip hotel trip friendly clean tour comfortable beautiful restaurant.,4,0.9128022768093269,0.5483647580489496,2026-01-09
r000270,u00017,e012,Restaurant beautiful trip trip museum clean amazing restaurant safe booking beach restaurant.,4,0.689216400375843,0.7901497673309454,2026-01-14
r000271,u00021,e029,Bad trip restaurant poor late rude restaurant tour hotel museum tour tour.,2,0.874661347227244,0.7259841509728346,2026-06-16
r000272,u00008,e002,Family beautiful tour safe trip excellent hotel recommended hotel museum trip restaurant.,5,0.9430573824973597,0.7471812327247669,2026-01-16
r000273,u00005,e006,Family restaurant restaurant beach trip restaurant excellent family excellent clean hotel friendly.,5,0.7257779149118407,0.8510669411517695,2026-05-07
r000274,u00036,e019,Family booking beach late restaurant late family clean booking trip unsafe museum.,3,0.6391176702913238,0.8131204036606199,2026-06-08
r000275,u00011,e020,Beach amazing hotel excellent restaurant tour beautiful recommended beach tour trip booking.,5,0.6880352452518627,0.8572022668245501,2026-01-12
r000276,u00057,e028,Hotel clean booking museum friendly trip museum beach beautiful comfortable trip trip.,4,0.7084965957551307,0.9012430342355328,2026-03-15
r000277,u00025,e014,Tour tour family rude family museum rude bad poor booking booking beach.,1,0.8973209200687734,0.7134275102544176,2026-03-29
r000278,u00024,e011,Beach safe trip amazing family family museum hotel friendly trip recommended beach.,4,0.7041130065714957,0.7399398563067067,2026-02-22
r000279,u00011,e022,Trip tour amazing trip tour museum hotel clean amazing booking booking beautiful.,4,0.6770867946290452,0.615080204885492,2026-05-01
r000280,u00000,e020,Museum restaurant clean trip beautiful hotel hotel museum family friendly comfortable museum.,4,0.7760460513548026,0.6571128183236933,2026-04-25
r000281,u00017,e013,Excellent museum tour booking late museum excellent restaurant dirty trip family family.,3,0.7454821986319451,0.830251046260245,2026-02-14
r000282,u00065,e022,Amazing museum beautiful family trip museum restaurant tour excellent beach amazing family.,4,0.5437832777981602,0.8915132186446153,2026-03-11
r000283,u00027,e022,Family booking family safe excellent recommended restaurant recommended booking trip trip beach.,4,0.9004367160665675,0.4336558893896592,2026-03-08
r000284,u00064,e012,Tour safe beautiful excellent family beach beach family family trip trip comfortable.,5,0.9173552082755888,0.8225959948866882,2026-05-22
r000285,u00011,e027,Restaurant friendly trip friendly booking hotel trip booking hotel recommended tour beautiful.,4,0.7620335318397818,0.511990248590087,2026-01-18
r000286,u00052,e024,Friendly beach tour trip family excellent recommended trip trip clean beach trip.,4,0.8648107022764855,0.4939608133916549,2026-01-29
r000287,u00014,e025,Hotel trip hotel tour amazing safe family trip safe beautiful trip tour.,5,0.794951181114662,0.5486064731838958,2026-05-05
r000288,u00017,e007,Restaurant clean museum hotel clean restaurant booking beach friendly dirty beach hotel.,3,0.969943965642119,0.8376836455215843,2026-05-05
r000289,u00011,e002,Unsafe excellent booking family museum unsafe family trip trip restaurant tour unsafe.,3,0.7019736465020199,0.8897417671146064,2026-06-17
r000290,u00056,e026,Booking trip hotel bad family booking unsafe beach rude expensive museum restaurant.,2,0.7406066361012523,0.5640839932610572,2026-02-15
r000291,u00051,e019,Recommended friendly hotel beach beach safe booking comfortable booking beach restaurant trip.,5,0.8610974718909389,0.6588357209459296,2026-01-02
r000292,u00009,e022,Museum restaurant tour amazing museum clean booking restaurant beach restaurant clean recommended.,5,0.6641943730513434,0.4753803430116965,2026-05-31
r000293,u00064,e008,Booking hotel tour hotel hotel beautiful trip restaurant safe restaurant comfortable comfortable.,5,0.9089250818874357,0.7420525582066289,2026-01-15
r000294,u00002,e027,Family friendly tour friendly museum booking friendly family family comfortable family tour.,5,0.49743364339343465,0.8681666564601296,2026-04-28
r000295,u00076,e008,Amazing trip restaurant safe excellent trip family restaurant trip beach beautiful tour.,4,0.4103577149756804,0.5570689339487337,2026-03-13
r000296,u00034,e028,Family museum beautiful hotel booking tour comfortable museum recommended tour hotel comfortable.,4,0.8805427179116807,0.7307316784548906,2026-01-10
r000297,u00049,e016,Beautiful restaurant family beach friendly booking booking booking friendly booking recommended tour.,4,0.7234945882857319,0.5231536553039838,2026-05-28
r000298,u00031,e009,Restaurant beach recommended booking family trip friendly family friendly tour safe museum.,4,0.7941383597215884,0.5138372589895474,2026-01-28
r000299,u00077,e023,Safe trip hotel beach excellent friendly hotel family clean booking family hotel.,4,0.7482016709355881,0.6689910042464874,2026-05-31
